FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d4e,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.092375,10.906816666666668,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d4f,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.0922826426327096,10.906604273736766,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d50,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2998383333333334,10.9316,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d51,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.092054188412981,10.906532035799557,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d52,Savanes,Oti-Sud,Oti-Sud 1,Mogou,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,0.6441516325338709,10.383212723912587,SAVANES,OTISUD1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d53,Savanes,Oti,Oti 1,Faré,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.393440574095371,10.179847402403539,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d54,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.093792401455292,10.906098835317358,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d55,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.304640416586605,10.914779707853825,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d56,Savanes,Tône,Tône 1,Poissongui,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.2017616666666667,11.057391666666668,SAVANES,TONE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d57,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.17861,10.729180000000001,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d58,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.1148514582800882,10.914356495021487,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d59,Savanes,Oti,Oti 1,Sadori,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4011966666666666,10.244228333333332,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5a,Savanes,Tône,Tône 4,Louanga,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.328350529186266,10.910199983932833,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5b,Savanes,Tône,Tône 4,Louanga,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.3864958167500126,10.831390445796908,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5c,Savanes,Tône,Tône 1,Kourientre,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.2250895713090332,10.977551597874985,SAVANES,TONE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5d,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.326934611309166,10.910694348746073,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5e,Savanes,Cinkassé,Cinkassé 1,Cinkassé,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,0.012975,11.100688333333334,SAVANES,CINKASSE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d5f,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3046693863308753,10.914702655329195,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d60,Savanes,Tône,Tône 4,Louanga,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3146249802372387,10.900095192812675,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d61,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.472685,10.35881,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d62,Savanes,Tône,Tône 1,Toaga,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2648449007727379,10.886283174079104,SAVANES,TONE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d63,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3223658693141428,10.911889851930953,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d64,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.298085,10.975646666666668,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d65,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.298015,10.976141666666669,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d66,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2988466666666667,10.976135,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d67,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.2996283333333333,10.976394999999998,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d68,Savanes,Tône,Tône 4,Sanfatoute,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3034927367315895,10.9971097003508,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d69,Savanes,Tône,Tône 4,Sanfatoute,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2950316666666666,11.044009999999998,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6a,Savanes,Tône,Tône 4,Sanfatoute,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2947742357430775,11.044710399998342,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6b,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.00158,10.747784999999999,SAVANES,TANDJOARE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6c,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3153111407171695,10.91308189081557,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6d,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.0021834469596853,10.747610942233418,SAVANES,TANDJOARE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6e,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.107485,10.955029999999999,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d6f,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1075129121354829,10.95503283977699,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d70,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.4761264509156675,10.357292615662566,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d71,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.2082212315638385,6.157833043787537,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d72,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.2081650383383553,6.157060118657945,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d73,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.2086607571389683,6.155994473818737,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d74,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.2084824521783597,6.154620664030015,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d75,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1989550388265922,6.225740189357842,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d76,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.1880033333333333,6.195036666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d77,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.2037773328057835,6.155878092953007,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d78,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3272913379932814,10.99130995419568,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d79,Savanes,Tône,Tône 4,Korbongou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3276166666666667,10.991641666666665,SAVANES,TONE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7a,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.061755,10.89387,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7b,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4717666666666667,10.742703333333335,SAVANES,KPENDJALOUEST1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7c,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4707255620512244,10.742886527413386,SAVANES,KPENDJALOUEST1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7d,Savanes,Cinkassé,Cinkassé 1,Cinkassé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.0253480353695872,11.096416064813095,SAVANES,CINKASSE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1416733333333334,10.539721666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d7f,Savanes,Cinkassé,Cinkassé 1,Cinkassé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.0065390684340855,11.105031793234032,SAVANES,CINKASSE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d80,Savanes,Tône,Tône 2,Nanergou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1377255715769687,10.910137308070695,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d81,Savanes,Tône,Tône 2,Nanergou,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.1373712705725859,10.910496152021503,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d82,Savanes,Cinkassé,Cinkassé 1,Cinkassé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.0335797360700381,11.094226429010973,SAVANES,CINKASSE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d83,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1971316666666666,10.512936666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d84,Savanes,Tône,Tône 2,Nanergou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1489079118903999,10.913322455488565,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d85,Savanes,Tône,Tône 2,Nanergou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1486642529002149,10.91355434747263,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d86,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2068066666666667,10.515456666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d87,Savanes,Oti,Oti 1,Sadori,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.466945,10.293353333333332,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d88,Savanes,Oti,Oti 2,Loko,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.2179683333333333,10.530748333333333,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d89,Savanes,Tône,Tône 2,Nanergou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1477392801765146,10.91464009222483,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8a,Savanes,Tône,Tône 1,Natigou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2610675435142361,10.982167602592725,SAVANES,TONE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8b,Savanes,Oti,Oti 1,Sadori,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4667966666666666,10.293148333333333,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8c,Savanes,Oti,Oti 2,Loko,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.2111625300125176,10.5194567367438,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8d,Savanes,Oti,Oti 1,Sadori,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4665352503600536,10.293211310997782,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8e,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.134564761666363,10.941388387093987,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d8f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.16169,10.514634999999998,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d90,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3520485252994079,10.589684731913016,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d91,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.3521415899225705,10.589503470252797,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d92,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.14668,10.524006666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d93,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1675974885517995,11.070232041203516,SAVANES,CINKASSE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d94,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.308911445472455,10.560566043469157,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d95,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1433866666666667,10.533801666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d96,Savanes,Tône,Tône 2,Naki-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.137032017143522,10.950826908240085,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d97,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.142865,10.535596666666667,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d98,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3968933333333334,10.610443333333334,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d99,Savanes,Tône,Tône 3,Lotogou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.033185,10.766173333333333,SAVANES,TONE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9a,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3970566666666667,10.609580000000001,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9b,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.3938607317867955,10.608416615406975,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9c,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.167605,11.07017,SAVANES,CINKASSE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9d,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.3949674651174293,10.609836166888917,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9e,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.4753033333333334,10.356765,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_d9f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1716783333333334,10.595858333333334,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.644074868595233,10.383366164664078,SAVANES,OTISUD1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da1,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.1715266666666667,10.595538333333332,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da2,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.1711516666666667,10.595623333333332,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da3,Savanes,Tandjoaré,Tandjoaré 1,Loko,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.2493566666666666,10.608061666666666,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da4,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.1717833333333333,10.596383333333332,SAVANES,TANDJOARE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da5,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,Moov,0.3932548647984582,10.608792892657815,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da6,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3938241440958484,10.609538296010582,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da7,Savanes,Oti,Oti 2,Tchanaga,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4914173054360709,10.499074105006061,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da8,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4769966666666667,10.3613466026087,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_da9,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.47148,10.359373333333334,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_daa,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.471965,10.359213333333335,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_dab,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.3028190611355038,10.556999354739176,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_dac,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.468995,10.361213333333334,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_dad,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4721433256213948,10.357505914713107,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_dae,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4720573257751092,10.359134924716122,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_daf,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3030554145569283,10.556780881858742,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db0,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4724830703901803,10.361231495379311,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db1,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.4741058596646266,10.362252234872608,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db2,Savanes,Cinkassé,Cinkassé 1,Cinkassé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.0130061352885481,11.100800435228326,SAVANES,CINKASSE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db3,Savanes,Oti,Oti 2,Barkoissi,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.3031017808174546,10.556741385065799,SAVANES,OTI2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db4,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4786352044257253,10.359569368672577,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db5,Maritime,Zio,Zio 4,Gapé-Centre,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.103857449783335,6.602666673358168,MARITIME,ZIO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db6,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.4739366666666667,10.357931666666667,SAVANES,OTI1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db7,Savanes,Tône,Tône 2,Namaré,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,0.1305766666666667,10.981163333333333,SAVANES,TONE2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_db8,Savanes,Oti,Oti 1,Mango,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",0.47412,10.357771666666668,SAVANES,OTI1,Mobile Money
